epoch,train_loss,train_accuracy,accuracy,balanced_accuracy,macro_f1,weighted_f1,per_class_recall,confusion_matrix,auroc,average_precision
1,0.8209583520889282,0.47619047619047616,0.46938775510204084,0.5,0.3194444444444444,0.2998866213151927,"[0.0, 1.0]","[[0, 26], [0, 23]]",0.5384615384615384,0.5018076219531498
2,1.0597045719623566,0.4965986394557823,0.5306122448979592,0.5,0.3466666666666667,0.367891156462585,"[1.0, 0.0]","[[26, 0], [23, 0]]",0.5367892976588629,0.4841639477515538
3,0.7461397975683213,0.48299319727891155,0.46938775510204084,0.46488294314381273,0.4638047138047138,0.46715453858311,"[0.5384615384615384, 0.391304347826087]","[[14, 12], [14, 9]]",0.5367892976588629,0.4913114377419834
4,0.6960471212863922,0.5102040816326531,0.5306122448979592,0.5,0.3466666666666667,0.367891156462585,"[1.0, 0.0]","[[26, 0], [23, 0]]",0.5451505016722409,0.492524164449489
5,0.6972547709941864,0.5238095238095238,0.5510204081632653,0.5719063545150501,0.5045955882352942,0.49531062424969996,"[0.23076923076923078, 0.9130434782608695]","[[6, 20], [2, 21]]",0.5501672240802675,0.5448005551382932
6,0.6888934671878815,0.5782312925170068,0.5102040816326531,0.49331103678929766,0.4595588235294118,0.46968787515006005,"[0.7692307692307693, 0.21739130434782608]","[[20, 6], [18, 5]]",0.5418060200668896,0.5176066402952393
7,0.6760785758495331,0.5850340136054422,0.4897959183673469,0.4891304347826087,0.4889445139758031,0.49022162056311885,"[0.5, 0.4782608695652174]","[[13, 13], [12, 11]]",0.5468227424749164,0.5307349524290232
8,0.7554048895835876,0.5306122448979592,0.5306122448979592,0.5,0.3466666666666667,0.367891156462585,"[1.0, 0.0]","[[26, 0], [23, 0]]",0.5284280936454849,0.5074794167213469
9,0.7443579018115998,0.48299319727891155,0.5306122448979592,0.5175585284280937,0.5006645990252547,0.508151510493431,"[0.7307692307692307, 0.30434782608695654]","[[19, 7], [16, 7]]",0.5484949832775919,0.5291483639666656
10,0.6372348368167877,0.6326530612244898,0.5306122448979592,0.5326086956521738,0.5306122448979592,0.5306122448979592,"[0.5, 0.5652173913043478]","[[13, 13], [10, 13]]",0.5501672240802675,0.5346569556165616
11,0.6022780388593674,0.6462585034013606,0.5306122448979592,0.5,0.3466666666666667,0.367891156462585,"[1.0, 0.0]","[[26, 0], [23, 0]]",0.5434782608695652,0.49966927927719273
12,0.7856947660446167,0.4965986394557823,0.5102040816326531,0.495819397993311,0.4731182795698925,0.4816765415843757,"[0.7307692307692307, 0.2608695652173913]","[[19, 7], [17, 6]]",0.5585284280936454,0.5522148266526077
13,0.6201267182826996,0.7074829931972789,0.5714285714285714,0.5961538461538461,0.5045739046701974,0.4934314602104684,"[0.19230769230769232, 1.0]","[[5, 21], [0, 23]]",0.5551839464882943,0.5499029196925336
14,0.6121940732002258,0.6802721088435374,0.4897959183673469,0.5192307692307693,0.36098069900886803,0.3434149872781664,"[0.038461538461538464, 1.0]","[[1, 25], [0, 23]]",0.560200668896321,0.5556560474972095
15,0.6505120635032654,0.5918367346938775,0.5714285714285714,0.5660535117056856,0.5649048625792812,0.5681667170039263,"[0.6538461538461539, 0.4782608695652174]","[[17, 9], [12, 11]]",0.5668896321070234,0.5657000318696552
16,0.6299270033836365,0.6122448979591837,0.5306122448979592,0.5,0.3466666666666667,0.367891156462585,"[1.0, 0.0]","[[26, 0], [23, 0]]",0.5702341137123745,0.5648143224022488
