epoch,train_loss,train_accuracy,accuracy,balanced_accuracy,macro_f1,weighted_f1,per_class_recall,confusion_matrix,auroc,average_precision
54,0.4022528439760208,0.918918918918919,0.6041666666666666,0.4431818181818182,0.42095238095238097,0.6923809523809523,"[0.6363636363636364, 0.25]","[[28, 16], [3, 1]]",0.48863636363636365,0.11080040526849037
55,0.41161991134285925,0.6756756756756757,0.9166666666666666,0.5,0.4782608695652174,0.8768115942028986,"[1.0, 0.0]","[[44, 0], [4, 0]]",0.5170454545454546,0.14345238095238094
56,0.47626065015792846,0.777027027027027,0.9166666666666666,0.5,0.4782608695652174,0.8768115942028986,"[1.0, 0.0]","[[44, 0], [4, 0]]",0.5113636363636364,0.1298611111111111
57,0.4399361938238144,0.8581081081081081,0.3958333333333333,0.5568181818181819,0.3480093676814988,0.49516003122560504,"[0.36363636363636365, 0.75]","[[16, 28], [1, 3]]",0.47727272727272724,0.10927489177489177
58,0.3988527745008469,0.8581081081081081,0.9166666666666666,0.5,0.4782608695652174,0.8768115942028986,"[1.0, 0.0]","[[44, 0], [4, 0]]",0.5,0.12703081232492996
59,0.36725597977638247,0.8108108108108109,0.9166666666666666,0.5,0.4782608695652174,0.8768115942028986,"[1.0, 0.0]","[[44, 0], [4, 0]]",0.5170454545454545,0.14490968801313628
60,0.4083763465285301,0.8851351351351351,0.3333333333333333,0.5227272727272727,0.3030852994555354,0.4240774349667272,"[0.29545454545454547, 0.75]","[[13, 31], [1, 3]]",0.47727272727272724,0.11408730158730157
61,0.3777182325720787,0.8175675675675675,0.9166666666666666,0.5,0.4782608695652174,0.8768115942028986,"[1.0, 0.0]","[[44, 0], [4, 0]]",0.5056818181818181,0.14044540229885055
62,0.3720317557454109,0.8513513513513513,0.9166666666666666,0.5,0.4782608695652174,0.8768115942028986,"[1.0, 0.0]","[[44, 0], [4, 0]]",0.5056818181818181,0.14044540229885055
63,0.5027838356792926,0.8918918918918919,0.375,0.5454545454545454,0.3333333333333333,0.47222222222222227,"[0.3409090909090909, 0.75]","[[15, 29], [1, 3]]",0.4886363636363636,0.1163095238095238
64,0.39850220233201983,0.8648648648648649,0.9166666666666666,0.5,0.4782608695652174,0.8768115942028986,"[1.0, 0.0]","[[44, 0], [4, 0]]",0.5227272727272727,0.14342948717948717
65,0.34590144753456115,0.9121621621621622,0.5833333333333334,0.5454545454545454,0.4444444444444444,0.6759259259259259,"[0.5909090909090909, 0.5]","[[26, 18], [2, 2]]",0.5170454545454546,0.1298611111111111
66,0.3311654984951019,0.9256756756756757,0.8541666666666666,0.4659090909090909,0.4606741573033708,0.8445692883895131,"[0.9318181818181818, 0.0]","[[41, 3], [4, 0]]",0.5397727272727273,0.14791666666666667
67,0.3190604642033577,0.9459459459459459,0.4791666666666667,0.6022727272727273,0.40446650124069483,0.5802315963606287,"[0.45454545454545453, 0.75]","[[20, 24], [1, 3]]",0.5113636363636364,0.12839912280701754
68,0.37864958941936494,0.7567567567567568,0.9166666666666666,0.5,0.4782608695652174,0.8768115942028986,"[1.0, 0.0]","[[44, 0], [4, 0]]",0.5625,0.22013403263403267
69,0.3638609766960144,0.8851351351351351,0.7291666666666666,0.5113636363636364,0.4864197530864197,0.7806584362139918,"[0.7727272727272727, 0.25]","[[34, 10], [3, 1]]",0.5511363636363635,0.15075757575757576
70,0.3345420494675636,0.9391891891891891,0.6875,0.6022727272727273,0.5078605604921395,0.755639097744361,"[0.7045454545454546, 0.5]","[[31, 13], [2, 2]]",0.5511363636363635,0.15075757575757576
71,0.3772333085536957,0.8716216216216216,0.9166666666666666,0.5,0.4782608695652174,0.8768115942028986,"[1.0, 0.0]","[[44, 0], [4, 0]]",0.5511363636363636,0.15165631469979296
72,0.3980654776096344,0.75,0.9166666666666666,0.5,0.4782608695652174,0.8768115942028986,"[1.0, 0.0]","[[44, 0], [4, 0]]",0.5909090909090909,0.23958333333333331
73,0.6930135454982519,0.7027027027027027,0.7708333333333334,0.5340909090909092,0.5106580166821131,0.808001235712079,"[0.8181818181818182, 0.25]","[[36, 8], [3, 1]]",0.5681818181818181,0.1575091575091575
74,0.40209581553936,0.8918918918918919,0.8333333333333334,0.5681818181818181,0.5534883720930233,0.8480620155038759,"[0.8863636363636364, 0.25]","[[39, 5], [3, 1]]",0.5568181818181818,0.15313852813852813
75,0.33059427738189695,0.9662162162162162,0.5208333333333334,0.625,0.43180648481729283,0.6192314290615887,"[0.5, 0.75]","[[22, 22], [1, 3]]",0.5511363636363635,0.15075757575757576
76,0.31375968605279925,0.7837837837837838,0.9166666666666666,0.5,0.4782608695652174,0.8768115942028986,"[1.0, 0.0]","[[44, 0], [4, 0]]",0.5795454545454546,0.23717948717948717
77,0.4317193329334259,0.8243243243243243,0.8333333333333334,0.5681818181818181,0.5534883720930233,0.8480620155038759,"[0.8863636363636364, 0.25]","[[39, 5], [3, 1]]",0.5397727272727273,0.14904761904761904
78,0.40248322039842604,0.9121621621621622,0.6875,0.6022727272727273,0.5078605604921395,0.755639097744361,"[0.7045454545454546, 0.5]","[[31, 13], [2, 2]]",0.5454545454545454,0.1492753623188406
79,0.3480886101722717,0.9527027027027027,0.8541666666666666,0.5795454545454546,0.5708812260536398,0.8614303959131545,"[0.9090909090909091, 0.25]","[[40, 4], [3, 1]]",0.5624999999999999,0.15588578088578087
80,0.31466194242239,0.8986486486486487,0.7291666666666666,0.5113636363636364,0.4864197530864197,0.7806584362139918,"[0.7727272727272727, 0.25]","[[34, 10], [3, 1]]",0.5511363636363635,0.14063852813852815
